BldgType,CentralAir,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BsmtFinSF1,BsmtFinSF2,BsmtFullBath,BsmtHalfBath,BsmtUnfSF,EnclosedPorch,Fireplaces,FullBath,GarageArea,GarageCars,GarageYrBlt,GrLivArea,HalfBath,KitchenAbvGr,LotArea,LotFrontage,LowQualFinSF,MSSubClass,MasVnrArea,MiscVal,MoSold,OpenPorchSF,OverallCond,OverallQual,PoolArea,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,SalePrice
1Fam,Y,1188,561,0,2,1088,0,0,0,0,244,0,1,456,2,1963,1869,0,1,8820,98,120,50,0,0,9,0,6,5,0,0,7,1088,48,1890,1996,2009,124900
1Fam,Y,1144,0,0,3,748,294,1,0,102,0,1,1,796,1,1959,1144,0,1,8163,70,0,80,128,0,3,0,6,5,0,0,6,1144,86,1959,1959,2006,143000
1Fam,Y,1629,0,0,3,1300,0,1,0,316,0,1,2,808,3,2002,1629,0,1,14536,85,0,20,236,0,11,252,5,8,0,0,9,1616,0,2002,2003,2007,270000
1Fam,Y,936,840,0,3,0,0,0,0,936,0,1,2,474,2,2002,1776,1,1,14006,65,0,60,144,0,2,96,5,7,0,0,7,936,144,2002,2002,2006,192500
1Fam,Y,1381,0,0,3,982,0,1,0,179,0,1,1,676,2,1972,1381,1,1,9360,78,0,20,0,0,3,0,7,6,0,0,5,1161,0,1972,2006,2010,197500
1Fam,Y,864,0,0,3,398,149,1,0,317,0,0,1,720,2,1980,864,0,1,7200,60,0,20,0,0,7,0,8,5,0,0,5,864,194,1950,2002,2007,129000
1Fam,Y,965,0,0,3,641,0,1,0,187,0,0,1,300,1,1979,965,0,1,7800,60,0,20,0,0,7,0,5,5,0,0,6,828,421,1965,1965,2006,119900
1Fam,Y,768,0,0,2,660,0,0,1,108,0,0,1,396,1,1974,768,0,1,7200,60,0,85,0,0,4,0,8,5,0,0,5,768,192,1972,2003,2009,133900
1Fam,Y,1168,800,0,4,562,193,0,1,29,0,1,2,530,2,1969,1968,1,1,11075,105.2378259,0,60,232,400,9,189,4,5,0,0,7,784,305,1969,1969,2008,172000
Duplex,N,979,979,0,4,484,0,0,0,495,0,0,2,492,2,1946,1958,0,2,7136,82,0,90,423,0,8,0,6,6,0,0,8,979,0,1946,1950,2007,145000
TwnhsE,Y,561,668,0,2,285,0,0,0,276,0,1,1,462,2,1980,1229,1,1,1300,24,0,160,0,0,5,0,6,6,0,0,5,561,150,1980,1980,2009,124000
1Fam,Y,1057,0,0,3,417,0,0,0,640,0,0,1,576,2,1977,1057,0,1,7420,70,0,20,0,0,4,0,5,5,0,0,6,1057,0,1962,1962,2007,132000
1Fam,Y,1337,0,0,3,699,0,1,0,638,0,0,2,531,2,2003,1337,0,1,8450,65,0,20,0,0,10,39,5,7,0,0,6,1337,0,2003,2003,2007,185000
Twnhs,Y,696,720,0,3,604,0,1,0,92,0,0,2,484,2,1999,1416,1,1,2572,24,0,160,0,0,5,44,5,7,0,0,6,696,0,1999,1999,2010,155000
1Fam,Y,1542,1330,0,4,896,0,1,0,434,0,1,2,619,2,1977,2872,1,1,12227,110.5757659,0,60,424,0,7,282,7,6,0,0,11,1330,550,1977,1995,2008,272000
TwnhsE,Y,804,744,0,3,556,0,1,0,248,0,1,2,440,2,1976,1548,1,1,2308,24,0,160,0,0,7,0,6,6,0,0,7,804,48,1976,1976,2007,155000
1Fam,Y,1800,0,0,2,0,0,0,0,1800,0,0,2,702,2,2007,1800,0,1,11923,122,0,20,0,0,5,136,5,9,0,0,7,1800,288,2007,2007,2009,239000
1Fam,Y,824,1070,0,4,624,0,1,0,193,0,1,2,510,2,2002,1894,1,1,11316,80,0,60,44,0,2,40,5,7,0,0,8,817,0,2002,2003,2010,214900
1Fam,Y,783,701,0,3,0,0,0,0,783,0,1,2,393,2,2005,1484,1,1,10237,65,0,60,0,0,7,72,5,6,0,0,8,783,0,2005,2007,2007,178900
1Fam,Y,976,332,0,2,428,0,1,0,300,0,2,1,256,1,1940,1308,1,1,9600,130,0,50,0,0,6,70,7,5,0,0,7,728,0,1940,1950,2009,160000
1Fam,Y,1098,0,0,3,902,0,1,0,196,0,0,1,260,1,1955,1098,0,1,7390,85.9651092,0,20,151,0,7,0,7,5,0,0,6,1098,0,1955,1955,2008,135000
2fmCon,Y,1095,0,0,2,513,0,1,0,75,0,0,1,264,1,1958,1095,0,1,10382,75,0,190,105,0,3,0,5,6,0,0,6,588,0,1958,1958,2006,140000
Twnhs,Y,764,862,0,2,567,0,0,0,197,0,0,2,474,2,2003,1626,0,1,2268,36,0,160,106,0,7,27,5,7,0,0,6,764,0,2003,2004,2009,173000
TwnhsE,Y,918,0,0,2,0,0,0,0,918,0,1,2,264,1,1979,918,0,1,7892,55,0,120,0,0,4,0,5,6,0,0,5,918,28,1979,1979,2010,99500
1Fam,Y,1428,0,0,3,0,0,0,0,1428,0,0,2,480,2,2007,1428,0,1,11639,95,0,20,0,0,12,120,5,7,0,0,6,1428,0,2007,2008,2008,182000
1Fam,N,1136,883,0,3,0,0,0,0,728,0,0,1,532,2,1997,2019,0,1,11414,60,0,70,0,0,10,135,8,7,0,0,8,728,509,1910,1993,2009,167500
Twnhs,Y,673,709,0,3,641,0,1,0,32,0,0,2,490,2,2000,1382,1,1,2651,51.48786265,0,160,0,0,4,50,5,7,0,0,6,673,153,2000,2000,2006,165000
TwnhsE,Y,1241,0,0,1,1106,0,1,0,135,0,0,1,569,2,2007,1241,1,1,4274,35,0,120,0,0,11,116,5,7,0,0,4,1241,0,2006,2007,2007,199900
1Fam,Y,894,0,0,3,552,0,0,0,342,0,0,1,400,2,1999,894,0,1,9450,68,0,20,0,0,5,0,5,4,0,0,5,894,0,1954,1954,2007,110000
1Fam,Y,1121,0,0,3,651,0,1,0,470,0,0,1,480,2,1963,1121,0,1,8816,80,0,20,0,0,6,80,6,5,0,0,5,1121,0,1963,1963,2009,139000
1Fam,Y,999,0,0,3,867,0,1,0,77,0,0,1,588,2,1961,999,0,1,12122,110.0999546,0,85,210,0,7,76,9,7,0,0,6,944,144,1961,2007,2008,178400
1Fam,Y,1276,1336,0,4,854,0,1,0,371,0,1,2,676,3,1998,2612,1,1,12203,98,0,60,975,0,7,0,5,8,0,0,8,1225,250,1998,1999,2009,336000
1Fam,Y,1266,0,0,2,0,0,0,0,1266,0,1,2,388,2,2007,1266,0,1,3182,43,0,20,16,0,3,16,5,7,0,0,6,1266,100,2007,2007,2008,159895
1Fam,Y,1149,1141,0,4,0,0,0,0,1128,0,1,2,779,2,2002,2290,1,1,11250,106.0660172,0,60,0,0,5,0,5,8,0,0,9,1128,0,2002,2002,2008,255900
Duplex,Y,1302,432,0,4,0,0,0,0,0,0,0,2,539,2,1977,1734,0,2,10125,75,0,90,0,0,8,0,5,5,0,0,8,0,0,1977,1977,2009,126000
2fmCon,N,1164,0,0,3,1040,0,1,0,124,0,0,1,240,1,1950,1164,0,1,10880,68,0,190,0,0,8,48,5,5,0,0,5,1164,0,1950,1950,2008,125000
1Fam,Y,1001,634,0,2,0,0,0,0,485,0,0,1,255,1,1950,1635,0,1,5310,59,0,50,0,0,6,0,8,6,0,0,5,485,394,1910,2003,2006,117000
1Fam,Y,1940,0,0,3,1646,0,1,0,284,0,1,2,606,3,2010,1940,1,1,10159,83,0,20,450,0,4,95,5,9,0,0,8,1930,168,2009,2010,2010,395192
1Fam,Y,1118,912,0,4,156,0,0,0,692,0,1,2,551,2,1976,2030,1,1,12046,109.754271,0,60,298,0,6,224,6,6,0,0,8,848,0,1976,1976,2007,195000
1Fam,Y,778,798,0,3,0,0,0,0,770,0,0,2,614,2,2006,1576,1,1,8125,65,0,60,0,0,8,50,5,7,0,0,6,770,0,2006,2006,2006,197000
1Fam,Y,1407,985,0,3,1074,0,1,0,322,0,1,2,870,3,1997,2392,1,1,9452,82,0,60,423,0,6,70,5,8,0,0,7,1396,0,1997,1998,2006,348000
1Fam,Y,916,826,0,4,216,0,0,0,700,0,1,1,424,2,1925,1742,1,1,17671,121,0,70,0,0,11,169,9,8,0,0,8,916,0,1882,1986,2009,168000
1Fam,Y,1020,831,0,3,536,117,0,0,169,0,1,2,440,2,1964,1851,1,1,9760,80,0,60,340,0,7,42,8,6,0,0,7,822,239,1964,1993,2007,187000
1Fam,Y,750,750,0,3,0,0,0,0,750,0,0,2,564,2,2005,1500,1,1,8846,68,0,60,0,0,8,35,5,6,0,0,6,750,0,2005,2006,2006,173900
1Fam,Y,1718,0,0,3,1172,0,1,0,528,0,1,2,786,3,2008,1718,0,1,12456,96,0,20,230,0,7,48,5,10,0,0,7,1700,216,2006,2007,2009,337500
1Fam,Y,774,456,0,3,384,0,1,0,363,0,0,1,305,1,1946,1230,1,1,4712,51,0,50,0,0,8,57,7,4,0,63,5,747,0,1946,1950,2006,121600
1Fam,Y,1050,0,0,3,915,0,1,0,135,0,0,1,368,1,1961,1050,0,1,10659,103.2424331,0,20,0,0,1,319,6,5,0,0,6,1050,0,1961,1961,2006,136500
1Fam,Y,1442,0,0,2,0,0,0,0,1442,0,1,2,615,2,1970,1442,0,1,11717,108.2450923,0,20,571,0,2,0,6,6,0,0,6,1442,371,1970,1970,2009,185000
1Fam,N,1077,0,0,3,0,0,0,0,1007,48,1,1,210,1,1922,1077,0,1,9786,60,0,30,0,0,5,100,4,3,0,0,6,1007,0,1922,1950,2006,91000
1Fam,Y,1208,0,0,2,686,0,1,0,501,0,0,2,632,2,2006,1208,0,1,6762,64,0,20,24,0,2,61,5,7,0,0,6,1187,105,2006,2006,2010,206000
1Fam,N,944,0,0,2,0,0,0,0,0,0,0,1,528,2,1956,944,0,1,10206,74,0,20,0,0,7,0,3,3,0,0,4,0,0,1952,1952,2009,82000
1Fam,Y,691,0,0,2,0,0,0,0,691,94,0,1,216,1,1920,691,0,1,5400,60,0,30,0,0,1,20,6,5,0,0,4,691,0,1920,1950,2007,86000
1Fam,Y,1574,0,0,3,24,0,0,0,1550,0,1,2,824,3,2006,1574,0,1,11957,75,0,20,53,0,7,104,5,8,0,0,7,1574,144,2006,2006,2008,232000
Duplex,Y,1680,0,0,4,0,0,0,0,1680,0,0,2,528,2,1976,1680,0,2,11500,107.2380529,0,90,164,0,6,0,6,5,0,0,8,1680,0,1976,1976,2007,136905
TwnhsE,Y,1504,0,0,1,16,0,0,0,1330,0,1,2,457,2,2005,1504,0,1,3182,43,0,120,16,0,5,0,5,7,0,0,7,1346,156,2005,2006,2009,181000
1Fam,Y,985,0,0,3,595,0,0,0,390,0,0,2,328,1,1977,985,0,1,8385,65,0,80,220,0,11,0,8,5,0,0,6,985,210,1977,1977,2008,149900
1Fam,Y,1657,0,0,3,1237,0,0,1,420,0,1,2,484,2,1970,1657,0,1,12155,110.2497166,0,20,0,0,3,0,3,6,0,147,7,1657,0,1970,1970,2007,163500
TwnhsE,Y,546,546,0,3,273,273,0,0,0,0,0,1,286,1,1970,1092,1,1,2217,21,0,160,0,0,8,0,4,4,0,0,6,546,238,1970,1970,2009,88000
1Fam,Y,1710,0,0,3,0,0,0,0,1710,0,1,2,550,2,2004,1710,0,1,12118,43,0,20,108,0,4,48,5,7,0,180,7,1710,100,2004,2005,2009,240000
1Fam,Y,720,551,0,4,0,0,0,0,720,108,1,2,312,1,1948,1271,0,1,21286,115,0,50,0,0,8,0,5,5,0,0,7,720,0,1948,1950,2008,135000
1Fam,Y,900,602,0,3,0,0,0,0,602,112,2,1,180,1,1923,1502,1,1,10592,55,0,70,0,0,8,0,7,6,0,53,7,602,96,1923,1996,2007,165000
1Fam,N,1022,0,0,2,247,465,1,0,310,226,0,1,280,1,1956,1022,0,1,7200,60,0,30,0,0,6,30,4,5,0,0,4,1022,0,1910,2006,2009,85000
1Fam,Y,1082,0,0,2,336,0,0,0,746,0,1,1,240,1,1948,1082,0,1,11664,60,0,20,206,0,11,130,5,6,0,0,5,1082,0,1948,1950,2007,119200
1Fam,Y,810,855,0,3,643,0,1,0,167,0,0,2,528,2,2001,1665,1,1,8400,70,0,60,0,0,11,45,6,8,0,0,6,810,0,2001,2001,2009,227000
1Fam,Y,1504,0,0,3,690,0,1,0,814,0,1,2,478,2,1996,1504,0,1,11883,73,0,20,196,0,6,66,5,7,0,0,6,1504,115,1996,1996,2009,203000
TwnhsE,Y,1360,0,0,1,1036,0,1,0,184,0,1,1,565,2,1984,1360,0,1,5814,59.91111111,0,120,0,0,8,0,5,8,0,0,4,1220,63,1984,1984,2009,187500
1Fam,Y,802,670,0,3,0,0,0,0,384,0,1,2,402,2,1991,1472,1,1,10784,103.8460399,0,80,76,0,5,0,5,7,0,0,7,384,164,1991,1992,2007,160000
TwnhsE,Y,1506,0,0,2,16,0,0,0,1346,0,1,2,440,2,2005,1506,0,1,3013,43,0,120,145,0,4,20,5,7,0,0,6,1362,142,2005,2005,2006,213490
1Fam,Y,1132,0,0,2,1024,0,1,0,108,0,0,1,451,2,2005,1132,1,1,7024,60,0,20,0,0,6,64,5,4,0,0,5,1132,252,2005,2005,2008,176000
1Fam,Y,1220,0,0,2,684,0,1,0,515,0,0,2,632,2,2006,1220,0,1,7406,64,0,20,84,0,7,54,5,7,0,0,6,1199,105,2006,2006,2006,194000
1Fam,Y,912,336,0,2,324,0,0,0,588,192,0,1,160,1,1957,1248,0,1,9439,52,0,50,0,0,3,0,5,5,0,0,6,912,0,1930,1950,2007,87000
TwnhsE,Y,1504,0,0,2,16,0,0,0,1330,0,1,2,437,2,2005,1504,0,1,3182,43,0,120,14,0,5,20,5,7,0,0,7,1346,156,2005,2006,2008,191000
1Fam,Y,2898,0,0,2,1165,400,1,0,0,174,1,2,665,2,1976,2898,0,1,15498,124.4909635,0,20,0,0,5,72,6,8,0,0,10,1565,0,1976,1976,2008,287000
1Fam,Y,882,0,0,3,138,468,1,0,276,0,0,1,461,2,1980,882,0,1,7700,70,0,20,0,0,3,0,5,5,0,0,5,882,96,1972,1972,2007,112500
1Fam,Y,1264,0,0,3,697,0,1,0,571,0,2,1,461,2,1960,1264,0,1,9300,73,0,20,324,0,4,0,5,5,0,143,6,1268,0,1960,1960,2010,167500
1Fam,Y,1646,0,0,3,1513,0,1,0,125,0,1,2,800,3,2008,1646,0,1,9520,71,0,20,338,0,4,44,5,8,0,0,7,1638,192,2007,2008,2008,293077
1Fam,Y,968,408,0,3,368,41,1,0,359,0,1,1,240,1,1941,1376,0,1,9492,79,0,50,0,0,4,0,5,5,0,0,6,768,0,1941,1950,2007,105000
Twnhs,Y,672,546,0,3,317,0,0,1,355,0,0,1,264,1,1972,1218,1,1,1680,21,0,160,281,0,5,28,7,6,0,0,7,672,0,1972,1972,2006,118000
1Fam,Y,1687,998,0,5,523,0,1,0,301,0,2,2,672,2,1970,3082,1,1,15863,102,397,75,0,0,8,63,3,7,0,0,12,824,136,1920,1970,2009,197000
1Fam,Y,1352,1168,0,5,1012,0,1,0,326,0,1,2,796,3,1993,2520,1,1,14541,120.5860688,0,60,0,0,11,55,7,8,0,0,10,1338,209,1993,1993,2006,310000
1Fam,Y,1654,0,0,3,986,0,1,0,668,0,0,2,900,3,2002,1654,0,1,8125,90.13878189,0,20,295,0,2,136,5,7,0,0,6,1654,0,2002,2002,2006,230000
1Fam,Y,954,0,0,2,0,0,0,0,920,0,1,1,240,1,1938,954,0,1,6305,50,0,30,0,0,6,0,7,5,0,0,5,920,0,1938,1950,2007,119750
1Fam,N,845,0,0,3,0,0,0,0,0,0,0,1,290,1,1957,845,0,1,11500,59.91111111,0,20,0,0,1,0,3,4,0,0,5,0,186,1957,1957,2009,84000
1Fam,Y,1620,0,0,2,1022,0,1,0,598,0,1,2,912,3,2008,1620,0,1,12898,89,0,20,70,0,9,0,5,9,0,0,6,1620,228,2007,2008,2009,315500
1Fam,Y,1055,1208,0,3,0,0,0,0,1055,0,1,2,905,2,2001,2263,1,1,9240,96.12491873,0,60,396,0,9,45,5,8,0,189,7,1055,0,2001,2002,2008,287000
TwnhsE,Y,630,0,0,1,509,0,1,0,121,0,0,1,286,1,1970,630,0,1,1477,21,0,180,0,0,4,0,4,4,0,0,3,630,0,1970,1970,2009,80000
1Fam,Y,1803,0,0,3,168,682,1,0,284,0,1,2,484,2,1957,1803,0,1,13125,88,0,20,67,0,1,0,4,5,0,0,8,1134,0,1957,2000,2006,155000
1Fam,Y,800,832,0,4,400,64,0,1,336,0,0,1,484,2,1966,1632,1,1,9130,95.55103348,0,60,252,0,7,40,8,6,0,0,7,800,0,1966,2000,2008,173000
Twnhs,Y,1306,0,0,1,900,0,1,0,406,0,1,2,624,2,2005,1306,0,1,5381,34,0,120,135,0,8,63,5,6,0,0,5,1306,170,2005,2005,2009,196000
1Fam,Y,1532,797,0,4,1085,0,1,0,390,0,1,2,514,2,1990,2329,1,1,11839,86,0,60,99,0,5,121,5,7,0,0,10,1475,192,1990,1990,2008,262280
1Fam,Y,2524,0,0,4,1104,0,1,0,1420,0,1,2,542,2,1981,2524,1,1,9600,80,0,20,0,0,7,120,5,8,0,0,9,2524,474,1981,1981,2009,278000
1Fam,Y,1733,0,0,4,0,0,0,0,0,0,1,2,452,2,1955,1733,0,1,13680,59.91111111,0,20,0,0,6,0,5,3,0,0,8,0,0,1955,1955,2009,139600
1Fam,Y,1992,876,0,4,240,0,0,0,1752,0,1,3,716,3,2005,2868,1,1,16056,85,0,60,208,0,7,108,5,9,0,0,11,1992,214,2005,2006,2006,556581
1Fam,Y,990,0,0,3,686,0,0,1,304,0,0,1,672,2,1996,990,0,1,9245,57,0,20,0,0,2,0,5,5,0,0,5,990,0,1994,1995,2008,145000
1Fam,Y,1771,0,0,3,0,0,0,0,0,0,1,1,336,2,1960,1771,0,1,21750,100,0,20,75,0,11,0,4,5,0,0,9,0,0,1960,2006,2009,115000
1Fam,Y,930,0,0,2,0,0,0,0,0,0,0,1,308,1,1946,930,0,1,11100,60,0,20,0,0,4,0,7,4,0,0,6,0,0,1946,2006,2010,84900
1Fam,Y,1302,0,0,3,0,0,0,0,1302,0,0,2,436,2,2007,1302,0,1,8993,73,0,20,0,0,8,22,5,7,0,0,6,1302,0,2007,2007,2007,176485
1Fam,Y,1316,0,0,3,0,0,0,0,1316,0,1,2,440,2,2007,1316,0,1,11175,103,0,20,0,0,10,20,5,7,0,0,6,1316,0,2007,2007,2007,200141
1Fam,Y,1127,850,0,4,442,0,0,1,374,0,1,1,540,2,1964,1977,1,1,9500,100,0,60,272,0,6,52,6,6,0,0,9,816,0,1964,1978,2007,165000
1Fam,Y,1526,0,0,4,383,0,0,0,833,0,1,1,364,1,1957,1526,0,1,8562,68,0,20,145,0,5,78,6,5,0,0,7,1216,116,1957,2002,2010,144500
1Fam,Y,1091,898,0,3,932,0,1,0,133,0,1,2,586,2,2002,1989,1,1,11367,90,0,60,210,0,11,60,5,8,0,0,7,1065,199,2002,2002,2006,255000
1Fam,Y,1523,0,0,3,644,0,0,1,549,0,1,2,478,2,1976,1523,0,1,11361,104,0,20,160,0,5,0,5,6,0,189,7,1193,0,1976,1976,2008,180000
TwnhsE,Y,1364,0,0,2,659,0,1,0,705,0,1,2,484,2,2005,1364,0,1,7052,43,0,120,240,0,6,36,5,7,0,0,6,1364,192,2005,2005,2006,185850
1Fam,Y,979,871,0,3,595,0,0,0,378,0,1,2,467,2,1994,1850,1,1,29959,173.0866835,0,60,0,0,1,98,6,7,0,0,7,973,168,1994,1994,2009,248000
1Fam,Y,1130,1054,0,3,936,0,1,0,168,0,1,2,836,3,2008,2184,1,1,11308,96,0,60,154,0,7,102,5,9,0,0,10,1104,0,2008,2008,2009,335000
1Fam,Y,1096,895,0,3,297,557,0,0,0,19,1,1,432,2,1977,1991,1,1,11275,106.1838029,0,50,480,0,3,0,7,6,0,0,7,854,0,1932,1950,2007,220000
TwnhsE,Y,1338,0,0,2,616,0,1,0,722,170,0,2,582,2,2001,1338,0,1,4920,41,0,120,0,0,4,0,5,8,0,0,6,1338,0,2001,2001,2010,213500
1Fam,Y,894,0,0,2,0,0,0,0,894,0,0,1,1248,3,1994,894,0,1,18000,120,0,30,0,560,8,20,4,3,0,0,6,894,0,1935,1950,2008,81000
2fmCon,N,1422,915,0,5,0,0,0,0,662,0,0,2,560,2,1945,2337,0,2,13600,85,0,190,0,0,9,57,5,5,0,0,10,662,0,1900,1950,2007,90000
1Fam,Y,1103,0,0,2,397,0,0,0,706,0,1,1,440,2,1976,1103,0,1,6000,50,0,30,0,0,7,120,6,6,0,0,5,1103,166,1925,1980,2006,110500
1Fam,Y,1154,0,0,3,740,230,0,0,184,0,1,1,480,2,1966,1154,1,1,11000,59.91111111,0,20,200,0,11,58,6,5,0,0,6,1154,0,1966,1966,2009,154000
1Fam,Y,1306,954,0,3,1201,0,1,0,105,0,0,2,533,2,1996,2260,1,1,14000,80,0,60,0,0,4,44,5,7,0,0,7,1306,296,1996,1997,2010,328000
1Fam,Y,799,772,0,3,0,0,0,0,799,0,1,2,380,2,1993,1571,1,1,7837,59,0,60,0,0,5,40,7,6,0,0,7,799,0,1993,1994,2009,178000
1Fam,Y,798,813,0,4,674,106,1,0,0,0,0,1,442,2,1964,1611,1,1,9760,80,0,60,360,0,6,128,6,6,0,189,7,780,328,1964,1964,2008,167900
TwnhsE,Y,1291,1230,0,5,837,0,1,0,105,0,1,2,576,2,1973,2521,1,1,3964,42,0,160,0,0,6,20,4,6,0,0,10,942,728,1973,1973,2006,151400
1Fam,Y,893,0,0,2,220,0,0,1,625,0,0,1,576,2,1985,893,0,1,9600,60,0,45,0,0,5,0,7,5,0,0,4,845,0,1949,2003,2007,135000
1Fam,Y,1048,0,0,3,586,0,1,0,462,0,0,1,286,1,1956,1048,0,1,10152,72,0,20,120,0,6,20,5,5,0,192,6,1048,0,1956,1956,2007,135000
1Fam,Y,829,727,0,4,298,0,0,0,429,0,0,1,441,2,1968,1556,1,1,11700,78,0,60,0,0,5,0,6,6,0,0,8,727,0,1968,1968,2009,154000
1Fam,Y,1002,454,0,4,0,0,1,1,810,0,1,1,280,1,1954,1456,0,1,7585,50,0,50,0,0,8,0,3,5,0,0,7,810,0,1948,1950,2006,91500
1Fam,Y,698,728,0,3,535,0,0,0,155,0,0,1,440,2,1977,1426,1,1,7950,75,0,60,140,0,7,0,6,6,0,0,6,690,252,1977,1977,2009,159500
1Fam,Y,1240,0,0,2,0,0,0,0,1240,0,0,2,826,3,2006,1240,0,1,8556,74,0,20,0,0,5,93,5,7,0,0,5,1240,140,2006,2006,2007,194000
1Fam,Y,960,780,0,3,410,0,0,0,390,0,2,1,240,1,1940,1740,1,1,13125,75,0,70,0,0,7,0,6,7,0,0,6,800,0,1940,1984,2007,219500
1Fam,Y,1096,370,0,3,626,0,0,1,170,0,1,2,566,2,1950,1466,0,1,10800,60,0,50,0,500,4,21,8,5,0,0,7,796,436,1936,1989,2006,170000
1Fam,Y,1096,0,0,3,75,791,1,0,230,0,0,1,299,1,1969,1096,0,1,15870,125.9761882,0,20,0,0,3,32,5,5,0,0,6,1096,240,1969,1969,2006,138800
TwnhsE,Y,848,0,0,1,662,0,1,0,186,0,1,1,420,2,2004,848,0,1,4435,37,0,120,169,0,5,0,5,6,0,0,3,848,140,2004,2004,2006,155900
1Fam,Y,990,0,0,3,495,0,0,0,495,0,0,1,299,1,1996,990,0,1,8775,65,0,20,0,0,4,64,5,5,0,0,5,990,0,1994,1994,2007,126000
1Fam,Y,1258,0,216,3,656,0,0,1,602,0,0,2,528,2,1971,1258,0,1,11040,80,0,20,144,0,10,0,7,6,0,0,5,1258,55,1971,2004,2008,145000
1Fam,Y,1040,0,0,3,824,0,1,0,216,220,0,1,308,1,1963,1040,1,1,7500,75,0,20,0,0,6,0,5,5,0,0,5,1040,0,1963,1963,2010,133000
1Fam,Y,1459,0,0,3,0,0,0,0,1459,0,1,2,527,2,2002,1459,0,1,8749,70,0,20,100,0,9,39,5,7,0,0,6,1459,192,2002,2002,2007,192000
1Fam,Y,1251,0,0,3,553,0,1,0,698,0,2,1,461,1,1964,1251,0,1,8800,80,0,20,425,700,3,116,6,6,0,0,6,1251,0,1964,1964,2006,160000
1Fam,Y,691,807,0,3,592,0,0,0,99,0,1,2,409,2,1995,1498,1,1,13031,114.1534056,0,60,0,0,7,44,5,6,0,0,6,691,315,1995,1996,2006,187500
1Fam,Y,996,0,0,2,747,0,1,0,189,0,0,1,564,2,1992,996,0,1,9069,73,0,85,0,0,4,0,6,6,0,0,5,936,120,1992,1992,2010,147000
TwnhsE,Y,546,546,0,3,334,0,0,0,212,0,0,1,286,1,1973,1092,1,1,1974,44.42971978,0,160,0,0,5,96,5,4,0,0,6,546,120,1973,1973,2010,83500
1Fam,Y,1082,871,0,3,0,0,0,0,1082,0,1,2,1043,3,2005,1953,1,1,10574,85,0,60,0,0,5,50,5,8,0,0,9,1082,160,2005,2006,2009,252000
Twnhs,Y,970,739,0,3,0,0,0,0,970,0,0,2,380,2,2004,1709,0,1,2522,24,0,160,50,0,4,40,5,7,0,0,7,970,0,2004,2004,2006,137500
TwnhsE,Y,1247,0,0,1,1039,0,1,0,208,0,1,1,550,2,2005,1247,1,1,3316,37,0,120,0,0,4,84,5,8,0,0,4,1247,0,2005,2005,2006,197000
Duplex,N,1040,0,0,2,0,0,0,0,0,0,0,2,400,2,1987,1040,0,2,8544,60,0,90,0,0,6,0,4,3,0,0,6,0,0,1950,1950,2009,92900
Twnhs,Y,624,628,0,2,510,0,1,0,90,0,0,2,462,2,1999,1252,1,1,2160,24,0,160,212,0,3,48,5,7,0,0,4,600,0,1999,2000,2008,160000
1Fam,Y,1390,304,0,4,423,0,0,0,758,128,1,2,576,2,1925,1694,0,1,8400,60,0,50,0,0,6,0,5,6,0,0,7,1181,342,1925,1950,2008,136500
1Fam,Y,1200,0,0,1,661,0,1,0,203,0,0,1,884,2,1977,1200,1,1,9230,71,0,20,166,0,10,64,8,5,0,0,6,864,0,1965,1998,2006,146000
1Fam,Y,936,0,0,2,248,240,1,0,448,80,0,1,308,1,1956,936,0,1,5868,74,0,20,0,0,5,0,7,5,0,160,4,936,0,1956,2000,2010,129000
1Fam,Y,1314,0,0,3,24,0,0,0,1290,0,1,2,440,2,2006,1314,0,1,9317,78,0,20,0,0,3,22,5,6,0,0,6,1314,0,2006,2006,2007,176432
TwnhsE,Y,1088,0,0,2,0,0,0,0,1074,137,0,1,461,2,1987,1088,1,1,3696,60.79473661,0,120,0,0,10,74,5,8,0,0,5,1074,0,1986,1986,2007,170000
1Fam,Y,757,567,0,3,672,0,0,0,0,0,0,1,240,1,1936,1324,0,1,6000,50,0,50,0,0,7,0,6,4,0,0,6,672,0,1936,1950,2009,128000
1Fam,Y,1601,0,0,3,704,0,0,0,567,0,1,2,478,2,1978,1601,0,1,11880,82,0,20,206,0,4,0,5,7,0,0,7,1271,0,1978,1978,2009,157000
1Fam,N,438,0,0,1,290,0,0,0,0,0,0,1,246,1,1930,438,0,1,8400,60,0,30,0,0,1,0,5,2,0,0,3,290,0,1920,1950,2009,60000
1Fam,Y,950,0,0,3,412,287,0,0,251,0,0,1,280,1,1981,950,0,1,9758,61,0,20,0,0,7,0,5,5,0,0,5,950,0,1971,1971,2007,119500
1Fam,Y,1134,0,0,2,588,0,0,0,422,0,0,1,254,1,1960,1134,0,1,7000,70,0,20,45,0,4,16,7,5,0,0,6,1010,0,1960,2002,2007,135000
1Fam,Y,1194,0,0,3,655,0,0,1,0,192,1,1,539,2,1954,1194,0,1,8910,79,0,20,0,0,7,0,6,6,0,0,6,655,0,1959,1959,2006,159500
TwnhsE,Y,630,672,0,3,0,0,0,0,630,0,0,2,440,2,1970,1302,1,1,2016,24,0,160,304,0,4,0,5,5,0,0,6,630,0,1970,1970,2007,106000
